id,high,mean,low
opal,6.09010307499455e-06,2.03003435833151e-06,0
opal æ¾³å¯¶,3.33891674411099e-06,1.112972248037e-06,0
opas secret,4.63947508978834e-07,1.15986877244709e-07,0
opavia,8.70491322774459e-05,2.2317230238391e-05,0
"opavia, snickers,...",4.55056678604197e-05,1.51685559534732e-05,0
opc,1.43745627737156e-06,4.79152092457188e-07,0
open,2.52890858627688e-06,8.42969528758959e-07,0
"open joint stock company cosmetic association"" svoboda""""",6.82547266398198e-06,2.27515755466066e-06,0
"open joint stock company cosmetic association"" svoboda"""", tik tak, tik tak",3.24811013570005e-05,1.48117257694678e-05,2.44645685724643e-06
oppenheimer group,6.20489350466466e-06,1.76025347650062e-06,0
opticlear,2.81640556240099e-05,7.04101390600247e-06,0
optigal,8.78459446503707e-06,2.76958452874232e-06,0
optimal print source,3.71609067261241e-05,1.2386968908708e-05,0
optimals,4.63947508978834e-07,1.15986877244709e-07,0
optimum nutrition,1.78482302774745e-05,5.32987718666417e-06,0
"optimus group limited, sinar toboali",4.78626111409416e-05,1.87199805976692e-05,0
optrex,1.47659232024334e-06,4.92197440081114e-07,0
"opur, source du pays",7.48440328197673e-05,3.59844931713722e-05,0
opv pharmaceutical jsc,2.17881537807894e-06,7.2627179269298e-07,0
or bleu,1.37964177601286e-06,4.59880592004286e-07,0
oragina,9.9587541598546e-06,3.31958471995153e-06,0
oraimo,2.93814271871971e-07,8.33515664885027e-08,0
oral rehydration,0.000126888694818436,5.36785903598189e-05,0
oran,3.45007480389461e-05,1.15002493463154e-05,0
orang tua,0.000426518918706597,0.000279738814922936,0.000164755099033304
"orang tua, orang tua",1.11181087991823e-05,4.37560215335129e-06,0
"orang tua, ot, ultra prima abadi",4.233467412768e-05,2.19050116148025e-05,3.62534150554304e-06
"orang tua, premier marketing public company limited",5.61106638649735e-06,2.35296464042713e-06,0
"orang tua, ultra prima abadi",5.58373210798021e-06,2.22126195537602e-06,0
orange group nig. ltd,2.10523172479694e-06,5.97228858098423e-07,0
orange soda,7.25090862948763e-06,1.81272715737191e-06,0
orbit quality product,3.12568374331885e-06,1.04189458110628e-06,0
orcem,6.6667407415638e-06,2.2222469138546e-06,0
orchid bakery,6.6667407415638e-06,2.2222469138546e-06,0
order ni mrs.,8.7652261565305e-06,2.19130653913263e-06,0
oreal,6.15548761721074e-06,2.05182920573691e-06,0
oreo mini,3.64852538765582e-05,1.21617512921861e-05,0
organic chemical ltd,5.89335965700647e-06,1.47333991425162e-06,0
organic foods & cafe,1.52021891152326e-05,5.0673963717442e-06,0
organic foods and café,6.3302490953019e-06,2.1100830317673e-06,0
organics happy baby,4.56065673456978e-05,1.52021891152326e-05,0
oridel,3.71609067261241e-05,1.2386968908708e-05,0
oridelle,1.33214628528809e-05,5.31078525650144e-06,0
oriens,6.26798572944127e-07,1.77815197998334e-07,0
orient electric,2.99505815404582e-05,9.98352718015275e-06,0
"oriental food industries, oriental food industries",7.07462803953869e-05,2.82378670745049e-05,0
"oriental food industries, rota",0.000120473262128241,4.94479807242781e-05,0
oriental trading,4.56065673456978e-05,1.52021891152326e-05,0
oriflame,2.47739378174161e-06,8.25797927247203e-07,0
oriflame india,3.13399286472064e-08,8.89075989991672e-09,0
orig pisda,9.41665398034116e-07,3.13888466011372e-07,0
origin bitters,2.93214825674623e-05,9.77382752248744e-06,0
original,0.000159904310827625,5.42891022375882e-05,0
original choice,1.00654713156944e-05,5.03273565784718e-06,0
original juice,5.28076042950185e-06,1.76025347650062e-06,0
origlio beverage,1.76800789710194e-05,4.42001974275485e-06,0
orimi trade,1.2620685303212e-05,4.20689510107065e-06,0
orimi ukraine,4.83539509207398e-06,1.61179836402466e-06,0
orio,1.43745627737156e-06,4.79152092457188e-07,0
orion,0.000561323173408984,0.000165479197813098,0
orion custar,7.6010945576163e-06,2.5336981858721e-06,0
orion tea company ltd.,2.57267815796244e-06,8.5755938598748e-07,0
oris slims,1.46907135935986e-05,4.16757832442513e-06,0
orison,2.96737739476629e-05,9.89125798255429e-06,0
orkla,0.00166225536477253,0.000571042230081132,0
orkla care a/s,2.37986651030129e-05,9.86332508071638e-06,0
"orkla, selga, selga",3.41662899669781e-05,1.53219201498465e-05,1.63544332780008e-06
orlian,1.61504141908306e-06,5.38347139694353e-07,0
oropan spa,9.76490979664575e-06,2.44122744916144e-06,0
oros,0.000334448160535117,0.000111482720178372,0
orquídea food procuts,4.39420940849059e-05,1.46473646949686e-05,0
orvital,9.37705122995655e-06,3.12568374331885e-06,0
osama,9.05137105643077e-07,3.01712368547692e-07,0
osha,5.67930838644538e-05,1.89310279548179e-05,0
oshea herbals,4.63947508978834e-07,1.15986877244709e-07,0
oshee,0.000176096959590744,5.98857380676305e-05,0
oshibono,5.01672240802676e-06,1.67224080267559e-06,0
oshon,7.62444472683127e-06,2.16296304307271e-06,0
osman guroglu,1.99538179967919e-06,6.65127266559729e-07,0
osotspa company limited,2.52413706064239e-05,8.41379020214131e-06,0
osotspa public company limited,5.95419073679943e-05,2.05591509939336e-05,0
ospelt food,7.74783383479036e-06,2.58261127826345e-06,0
ostankinskii dairy plant,1.2946380407811e-05,4.31546013593699e-06,0
osterna snacks,1.63544332780008e-06,5.45147775933361e-07,0
oswal,4.63947508978834e-07,1.15986877244709e-07,0
ot,1.02512846141032e-05,2.5628211535258e-06,0
otap,1.7045906582695e-05,5.96991389794966e-06,0
other brand,0.0080757677904729,0.00537601603853301,0.00248471144379797
"other brand, 2 jempol, internasional bakery denpasar, sinar mustika jaya",0.000181692656975756,0.000107637870967397,5.03545846730421e-05
"other brand, ake, sumber ayu makanan segar",0.000915463233125902,0.000376762728667973,6.98132630257561e-06
"other brand, other brand",4.19809406529436e-06,1.39936468843145e-06,0
"other brand, sumber bening lestari",0.000236503315950032,8.37172659846997e-05,2.2222469138546e-06
"other brand, tantirta andalan niaga",0.000315704106327384,0.000105311391887672,0
"other brand, thakur food products",4.19809406529436e-06,1.39936468843145e-06,0
others hard plastik,9.25255538955881e-06,2.62483840838548e-06,0
oton (aloe vera juice and bird's nest),0.000111482720178372,3.71609067261241e-05,0
otros,0.000178677784395473,5.95592614651578e-05,0
otsuka,0.000144812605592525,4.82708685308416e-05,0
otsuka pharmaceutical,1.32542203646678e-06,4.41807345488926e-07,0
otsuka sims,2.36917232964664e-06,7.89724109882213e-07,0
ottakringer,5.73339703774486e-05,1.91113234591495e-05,0
ottakringer getrã¤nke ag,2.54655959798312e-06,8.48853199327708e-07,0
otter pop,4.44879156938221e-05,1.2620685303212e-05,0
otto,3.96520810660985e-06,1.50345196084774e-06,0
otto barilla,1.54209256492647e-06,4.37473068064247e-07,0
otto office gmbh & co kg,9.7129185053761e-07,3.23763950179203e-07,0
ottogi,2.92494262244325e-06,1.08997398965756e-06,0
ottos,1.30728922684736e-06,4.35763075615788e-07,0
ou chong wan,4.35833554856298e-06,1.23640724781929e-06,0
ou li,4.88245489832288e-06,1.62748496610763e-06,0
oü nõo lihatööstus,2.44718166245208e-05,8.15727220817359e-06,0
"ouro fino, ouro fino",9.07048065287128e-06,3.94483834581967e-06,0
outeirinho turismo indãºstria,6.75585284280934e-06,2.67558528428094e-06,0
outshine,3.03010790971794e-06,7.57526977429484e-07,0
ovaltime,4.71613481940573e-06,1.61303805923271e-06,0
oven delights,1.87103866033632e-05,4.6775966508408e-06,0
over load,9.39168001502669e-06,3.1305600050089e-06,0
overload quake,9.41665398034116e-07,3.13888466011372e-07,0
ovoline lubricants,6.65127266559729e-07,2.21709088853243e-07,0
oxbis biscuits,0.000124758847928908,5.00533246818332e-05,0
"oxford industries, inc.",0.000540330080249011,0.000289380958330722,7.5169760227695e-05
oxi,1.79241401504813e-05,4.48103503762033e-06,0
oxxo-femsa,1.32893308821901e-05,4.42977696073003e-06,0
oxxo (visa),1.96488294314381e-05,5.57413600891862e-06,0
oxy grand,4.63947508978834e-07,1.15986877244709e-07,0
oxycan,1.18985411397018e-06,3.96618037990059e-07,0
oxyland india agro private limited,4.63947508978834e-07,1.15986877244709e-07,0
oxylane,5.12578159080993e-05,1.4541224371092e-05,0
oy karl fazer ab,6.3302490953019e-06,2.1100830317673e-06,0
oyster sauce,4.40836766961929e-06,1.4694558898731e-06,0
oza,1.80187575265852e-06,6.00625250886172e-07,0
ozarka premium water ltd,0.000235962513128321,8.48056860961787e-05,0
özcan,5.35877166311948e-05,1.52021891152326e-05,0
ozil,5.80881995033528e-05,3.09092202964435e-05,2.36520411296547e-06
ozkaynak,7.16674629718108e-05,2.38891543239369e-05,0
ozone beverages limited,1.98289423242164e-06,6.60964744140548e-07,0
ozone beverages ltd,7.69731094442157e-07,2.56577031480719e-07,0
ozone foods and beverage,2.10523172479694e-06,5.97228858098423e-07,0
"ozone, ozone globle",1.09192283467948e-06,5.73508300685361e-07,0
p'tit delice (91156615),2.59262139949703e-06,8.64207133165677e-07,0
p'tit louis,6.23195330189659e-06,2.07731776729886e-06,0
p-life,2.26744515617029e-06,7.55815052056762e-07,0
p&g - p&g trading thailand ltd,1.39595753962484e-05,3.76213492397875e-06,0
p&g hellas,6.65127266559729e-07,2.21709088853243e-07,0
p&s,7.43218134522482e-06,2.47739378174161e-06,0
p. d. vaidya & sons,4.63947508978834e-07,1.15986877244709e-07,0
p.a.n,6.03547661716528e-06,1.712191948132e-06,0
p.h. foods,9.16363458169478e-05,3.62625111788991e-05,0
p.t. harum alam segar,2.36917232964664e-06,7.89724109882213e-07,0
p.w.l,7.69731094442157e-07,2.56577031480719e-07,0
p1-paddy food,2.33110044129026e-05,5.82775110322566e-06,0
pã© de moã§a,4.88169675315232e-06,1.38487851153258e-06,0
paagen,2.69563704051211e-05,9.99435019698644e-06,0
pabre,1.46907135935986e-06,4.16757832442513e-07,0
pabst,1.28144539770248e-05,3.63530609277301e-06,0
pabst blue ribbon,1.85289839631644e-06,6.17632798772146e-07,0
pabst brewing company,1.54408347415814e-05,6.46783939849945e-06,0
pac wristbands,0.000116089444152685,3.86964813842284e-05,0
pacific,1.34239474824585e-05,5.21663065951082e-06,0
pacific direct eco boost,1.57017915744186e-05,6.28071662976746e-06,0
pacific food,1.7527818531163e-05,6.09369338466328e-06,0
pacific food indonesia,1.82426269382791e-05,6.08087564609304e-06,0
"pacific food indonesia, pacific food indonesia, selatan jaya makmur",0.000189374384728315,0.000106042299863857,3.56347004987311e-05
pacific food products,0.00012946380407811,4.31546013593699e-05,0
pacific stone inc.,1.01347927434884e-05,2.5336981858721e-06,0
pacific synergy & beverages corp - brand is unidentifiable but company info visible,1.58938964056122e-06,4.50890678173397e-07,0
pacifier,2.67558528428094e-05,8.91861761426979e-06,0
"packaged ice, ready ice, ready ice corp.",4.94012089919688e-05,1.98359830802691e-05,2.90193631700752e-06
packagingdirect.com,4.56065673456978e-05,1.52021891152326e-05,0
packet ventti,5.28076042950185e-06,1.76025347650062e-06,0
"paçoquita, paçoquita, santa helena, santa helena",9.92157621271541e-05,5.75034826607523e-05,1.59799943805051e-05
padayatty oil mills,3.84901460024863e-06,1.28300486674954e-06,0
"padi mas indah, pt padi mas, stanli trijaya mandiri",0.000119187327544752,7.10318543796019e-05,2.45089424278956e-05
padmashri water solutions pvt. ltd.,1.67923762611774e-05,5.59745875372581e-06,0
pae,0.000284051862372291,7.64274439080872e-05,0
pafic derma,2.06062048492857e-05,9.6176313382385e-06,0
pai li,1.41929681571625e-05,5.62097748798516e-06,0
paige six (6),1.03304451130538e-05,2.58261127826345e-06,0
paill laboratorios,9.55566172957477e-05,3.18522057652492e-05,0
pain and cie,1.99670543603055e-05,6.6556847867685e-06,0
paixão,4.14605157688162e-06,1.38201719229387e-06,0
pak fook tofu,6.15548761721074e-06,2.05182920573691e-06,0
paketaxo (pepsico),1.96488294314381e-05,5.57413600891862e-06,0
paktech,6.91961711451966e-05,2.30653903817322e-05,0
paladini,1.32729871661695e-05,5.26097235879224e-06,0
palc,8.10128769967986e-07,2.70042923322662e-07,0
paldo,0.000405641425145464,0.000136770018521667,0
paleta malva bony pop,3.91167439222359e-06,1.30389146407453e-06,0
paleta mexicana,4.88169675315232e-06,1.38487851153258e-06,0
paleteria la michoacana,2.78706800445931e-05,9.29022668153103e-06,0
palm raja,4.16109686513365e-07,1.38703228837788e-07,0
palm sessence industry ltd,6.89640611058359e-05,2.32312332841906e-05,0
palma,7.31047937569677e-05,2.68533027730352e-05,0
paloma,4.40243552551882e-05,1.75748142378172e-05,0
palomitas grefusa,7.57241118192718e-05,2.52413706064239e-05,0
palomitas risi,3.78620559096359e-05,1.2620685303212e-05,0
palparindo,1.55122337616616e-05,4.40063369125154e-06,0
pam,1.29552721525965e-05,3.67525451137491e-06,0
pam pam,3.45534044461593e-06,1.15178014820531e-06,0
pam panorama spa,6.47763607629827e-05,1.83762725568746e-05,0
pam spa,1.29552721525965e-05,3.67525451137491e-06,0
pamela,6.22229135879288e-06,2.07409711959762e-06,0
pamela's products,4.26048612146646e-06,1.42016204048882e-06,0
pamla,6.65127266559729e-07,2.21709088853243e-07,0
pampanga's best,3.45534044461593e-06,1.15178014820531e-06,0
pamperio,5.43818147211572e-06,1.81272715737191e-06,0
pampers comfort,8.60778107543465e-07,2.15194526885866e-07,0
pampers diapers,4.95478756348322e-05,1.65159585449441e-05,0
pan,1.33373232274853e-05,4.59358046839726e-06,0
pan africa agri limited,5.80541915508235e-05,1.93513971836078e-05,0
pan care,4.45930880713489e-05,1.48643626904496e-05,0
pan chwami,4.63947508978834e-07,1.15986877244709e-07,0
pan gao shou,4.88245489832288e-06,1.62748496610763e-06,0
pan pan,4.88245489832288e-06,1.62748496610763e-06,0
pan xiang ji,2.26744515617029e-06,7.55815052056762e-07,0
pan zi,3.21995303493915e-05,7.11591830925781e-06,0
panadero,9.94877439566485e-07,2.82234734628791e-07,0
panatas,7.77786419849109e-06,2.59262139949703e-06,0
panca pilar insani,0.000193538529446717,6.45128431489058e-05,0
pancatradi indonesia,4.95478756348322e-05,1.65159585449441e-05,0
pand g,2.12348038434995e-05,5.30870096087487e-06,0
panda 3d biscuit,1.13116627013005e-06,3.77055423376682e-07,0
panda biscuits,8.81673533923859e-07,2.9389117797462e-07,0
panda choco,1.61504141908306e-06,5.38347139694353e-07,0
panda cookies,1.76334706784772e-06,5.87782355949239e-07,0
panda indonesia ibe,1.08657121279842e-05,3.08247152566928e-06,0
panda jb,3.04505153749727e-06,1.01501717916576e-06,0
panda pop,1.47659232024334e-06,4.92197440081114e-07,0
panda signature,3.03010790971794e-06,7.57526977429484e-07,0
pandaria makmur (kiko fact),2.0066889632107e-05,6.68896321070234e-06,0
pandawa,4.16448939889562e-06,1.38816313296521e-06,0
"panditas, ricolino",2.22812041360971e-05,7.86169853339055e-06,0
pandowo utomo,5.94927056985088e-07,1.98309018995029e-07,0
pandowo utomo food,1.1325850799249e-05,3.56682802173752e-06,0
panealba srl,9.76490979664575e-06,2.44122744916144e-06,0
panen,5.94927056985088e-07,1.98309018995029e-07,0
"panera bread, pret panera",4.85025873777227e-05,2.28900028501194e-05,0
panevėžio pienas,7.08065925457228e-06,2.00869766087157e-06,0
panfila indosari,3.7610248599084e-05,1.73607429484912e-05,2.15052690976349e-06
pang shi,2.26744515617029e-06,7.55815052056762e-07,0
"pangan berkah sentosa, sosis ayam",1.26243027413983e-05,6.31215137069916e-06,0
pangan lestari,2.59765561580673e-05,6.49413903951684e-06,0
panificadora docepan,4.71571906354514e-05,1.33779264214047e-05,0
panini,1.21617512921861e-05,4.05391709739536e-06,0
panjwani foods,1.32902034593513e-05,4.54605469702848e-06,0
"panjwani foods, panjwani food products",3.16155129210917e-05,1.41946188161716e-05,6.95921263468251e-07
pankajshakti,4.63947508978834e-07,1.15986877244709e-07,0
panorama,6.65127266559729e-07,2.21709088853243e-07,0
panpanfood,2.89774579525011e-05,9.65915265083371e-06,0
panther cup,1.46220089509314e-05,3.23138319357601e-06,0
panzani,5.1999007291679e-05,1.98814012166464e-05,0
pao ba,0.000164521529085464,5.39797414120856e-05,0
papa joe's,3.62545431474382e-06,9.06363578685954e-07,0
papa joes,1.3744444953498e-05,4.58148165116599e-06,0
papafilipou,5.09635292243988e-05,1.27408823060997e-05,0
papantoniou,2.54817646121994e-05,6.37044115304985e-06,0
papelera del plata,1.88244743265544e-06,6.27482477551814e-07,0
papelera san andrés de giles (pasg),1.88244743265544e-06,6.27482477551814e-07,0
papelikha bond paper,1.13116627013005e-06,3.77055423376682e-07,0
paper & board company,7.02130497974353e-07,2.34043499324785e-07,0
paper (ionized salt packets),2.56445873892742e-05,8.54819579642472e-06,0
paper (napkins),1.28222936946371e-05,4.27409789821236e-06,0
paper (sage napkin),6.41114684731854e-06,2.13704894910618e-06,0
paper (salt packets),2.56445873892742e-05,8.54819579642472e-06,0
paper service,9.76490979664575e-06,2.44122744916144e-06,0
papillon,6.59340659340659e-05,2.1978021978022e-05,0
papillon spoons,1.8325926604664e-06,6.10864220155465e-07,0
papuakua,1.73228306220634e-05,5.91297631852985e-06,0
par-nor,1.17901819225071e-06,3.93006064083569e-07,0
paraã­buna,4.88169675315232e-06,1.38487851153258e-06,0
paracete int. ltd,0.000105624089694731,6.11555424039128e-05,2.33736165785989e-05
parachute oil,1.49752907702291e-05,4.99176359007637e-06,0
paradise food,4.29291668746568e-05,1.43097222915523e-05,0
"paradise food, pi paddee food ltd",6.56449347577063e-05,2.29775208125686e-05,3.09040176759378e-06
paradise fruits,8.33165912287127e-06,2.36359124053086e-06,0
parag milk food,3.13399286472064e-08,8.89075989991672e-09,0
paragon,2.94982434785017e-05,1.15412952618511e-05,0
paragon technology,1.46220089509314e-05,3.23138319357601e-06,0
parakh group,4.63947508978834e-07,1.15986877244709e-07,0
paramount farms,1.77282671561847e-05,5.02929564714462e-06,0
paranã¡ limitada,2.41769754603699e-06,8.0589918201233e-07,0
paras food product,4.63947508978834e-07,1.15986877244709e-07,0
paras surti product pvt ltd.,8.46178073474571e-07,2.40050517297751e-07,0
parati,3.48449628396811e-05,1.43423936114747e-05,0
parati industria e comercio de alimentos ltda,1.76437434385719e-05,6.7780313105877e-06,0
parati industria e comércio de alimentos ltda,1.10866793547553e-05,3.69555978491842e-06,0
"parati, parati food products",3.4562032224053e-05,1.18104642953315e-05,0
parent phalad agro research,4.16109686513365e-07,1.38703228837788e-07,0
parfetti van melle,5.66861289042571e-05,1.8895376301419e-05,0
parfettie van melle,1.5318236360387e-05,5.10607878679568e-06,0
parimal madir,2.09904703264718e-06,6.99682344215726e-07,0
parimala coffee company,9.15042846881305e-07,4.57521423440653e-07,0
parisian,0.000121158578910835,3.02896447277087e-05,0
parivaar agarbatti works,1.07272089177253e-05,3.61439859832334e-06,0
park 'n go,8.0711471622351e-06,2.01778679055878e-06,0
parkers pretzels  smiths,1.3115614138632e-05,4.37187137954401e-06,0
parks alie vero drink,4.72162108990754e-06,1.57387369663584e-06,0
parkside cafe,8.89758313876441e-05,2.52413706064239e-05,0
parle,5.87218478653057e-06,2.31788876935564e-06,0
parle-g (equator food ghana),2.59262139949703e-06,8.64207133165677e-07,0
parle agro pvt. ltd,2.56987414907092e-06,7.29042311793171e-07,0
parle happy happy cookies,1.91695896892079e-05,5.43818147211573e-06,0
parle manufacturer pvt ltd,4.07419072413683e-07,1.15579878698917e-07,0
parle products,4.51294972519772e-06,1.28026942558801e-06,0
parliament(philip morris international),2.33335925954733e-05,7.77786419849109e-06,0
parliment,0.000235785953177257,6.68896321070234e-05,0
parnas,6.65127266559729e-07,2.21709088853243e-07,0
parnor s.a.,1.81388335876431e-05,6.35740766328055e-06,0
parsienne,6.68896321070234e-05,2.22965440356745e-05,0
part,1.46473646949686e-05,4.88245489832288e-06,0
part of cigarette butt,0.00040133779264214,0.000133779264214047,0
party ice & party time ice ltd.,1.3910675703673e-05,3.94629097976539e-06,0
party popper,1.98682075565416e-05,6.62273585218054e-06,0
party poppy,7.74783383479036e-06,2.58261127826345e-06,0
pasas,2.86926035847822e-06,7.17315089619554e-07,0
pascual bifrutas,0.000189712835889747,5.38192442240418e-05,0
"pascual, pascual quality",4.82795448470506e-05,1.65060805793071e-05,0
pase bitters,1.8325926604664e-06,6.10864220155465e-07,0
pasific food,2.00858323028118e-06,8.01733756090414e-07,0
pasimo,2.1693934737413e-05,7.23131157913767e-06,0
pasmina foods nigeria limited,5.13508427972247e-05,1.45676149779361e-05,0
passa quatro,1.44576115040633e-05,6.19160607556735e-06,0
"passion, tanzania distillers ltd, u fresh food products ltd",4.85933916474744e-05,1.64548414813526e-05,0
passions deli,1.98682075565416e-05,6.62273585218054e-06,0
pasta millespighie,4.45930880713489e-05,1.48643626904496e-05,0
pasta sauce,2.00848225093475e-06,5.02120562733688e-07,0
pasteurizadora quito,1.95329879611684e-06,6.51099598705614e-07,0
pastis,2.47739378174161e-06,8.25797927247203e-07,0
pastor macao,7.78631125307872e-05,4.36862405076419e-05,1.17139218769345e-05
pata,3.09111178676394e-05,1.01347927434884e-05,0
patamont trading indust. ltd,5.45666611342135e-06,1.81888870447378e-06,0
patanjali,2.09904703264718e-06,6.99682344215726e-07,0
patanjali ayurved ltd.,2.91461336419019e-06,8.26840670692255e-07,0
patatas aã±avieja,0.000125586698668082,5.32389828307907e-05,0
patatas fritas dã­a,7.16674629718108e-05,2.38891543239369e-05,0
patatas lays,6.20340013143611e-05,2.06856278820297e-05,0
pathos,6.65127266559729e-07,2.21709088853243e-07,0
pato pascual,7.32368234748432e-06,2.44122744916144e-06,0
patos,4.45930880713489e-05,1.48643626904496e-05,0
"patos, patos",8.33165912287127e-06,2.36359124053086e-06,0
patrick's biscuit,8.0752070954153e-07,2.69173569847177e-07,0
"pattani foods, sarang gondhali masala",1.85579003591534e-06,4.63947508978834e-07,0
patties food,4.74387604656429e-05,1.89699050407315e-05,0
"patum vegetable oil co,. ltd",1.49939399492705e-05,4.99797998309017e-06,0
pâturage intermarché,5.35877166311948e-05,1.52021891152326e-05,0
paturages,3.13545150501672e-05,1.04515050167224e-05,0
paul's bakery eldoret brown bread,2.06875150846464e-05,6.89583836154881e-06,0
paul hartman adriatic d.o.o.,9.37705122995655e-06,3.12568374331885e-06,0
paul masson,2.92947293899373e-05,9.76490979664575e-06,0
paulena international,2.09576029576952e-05,6.98586765256506e-06,0
paulest table water,0.000160424562302311,5.34748541007703e-05,0
paulista supermercados,4.11218783141619e-05,1.20575450492737e-05,0
pavesi italia,4.10062527264795e-06,1.16329794968736e-06,0
paviloche,7.6884634605774e-06,2.5628211535258e-06,0
paviwar,4.63947508978834e-07,1.15986877244709e-07,0
pax water,8.39923444648658e-06,3.25446699161397e-06,0
payday,4.26955098555469e-05,1.42318366185156e-05,0
payung pusaka mandiri,1.12989243424026e-06,3.7663081141342e-07,0
pazani,1.49381312397819e-05,4.9793770799273e-06,0
pbr,0.000115138184075061,3.11908227551735e-05,0
pc dired sailing inc,8.56095974065999e-07,2.85365324688666e-07,0
pd intimas,1.70735664864053e-06,4.84356496068236e-07,0
pdc brand,1.13372257808514e-05,3.77907526028381e-06,0
pdit,5.94927056985088e-07,1.98309018995029e-07,0
pé de moça,4.10062527264795e-06,1.16329794968736e-06,0
pea nut,2.99505815404582e-05,9.98352718015275e-06,0
peã±aclara,3.58337314859054e-05,1.19445771619685e-05,0
peace water gh ltd,1.24639066037932e-06,4.15463553459773e-07,0
peach garden,0.000106265069611885,3.73337481527573e-05,0
peach loopies,0.000154360689477746,5.14535631592488e-05,0
peak,1.41929681571625e-05,5.62097748798516e-06,0
peak freans,9.38801854133662e-06,2.34700463533415e-06,0
peanut caramel,3.36930639565646e-05,1.11815403739668e-05,0
peanut chews,2.20548682087144e-05,6.34983745351638e-06,0
peanut patch,4.77783086478739e-05,1.59261028826246e-05,0
peanuts mi-mi choc,4.23749429115352e-06,1.41249809705118e-06,0
pearl foods,2.82059357824857e-07,8.00168390992504e-08,0
pearless pro.,2.21811809197796e-06,6.29253359426373e-07,0
pearlwater-mineralquelle,1.59166286988753e-06,3.97915717471882e-07,0
pears,8.68350882330547e-06,3.08016247840555e-06,0
pears baby,1.38021045762297e-05,3.91549065992332e-06,0
peccin,0.000299995740697915,0.000152055896636812,1.97008670622353e-05
peccin sa,1.7092750964316e-05,5.69758365477201e-06,0
pectrid tigar nut,9.7129185053761e-07,3.23763950179203e-07,0
pedia sure,4.35304405865681e-06,1.44634703727148e-06,0
pedigree,9.7129185053761e-07,3.23763950179203e-07,0
pedras,2.82632248339536e-05,9.42107494465118e-06,0
pedras salgadas,4.10062527264795e-06,1.16329794968736e-06,0
pedrin iii,3.76489486531089e-06,1.25496495510363e-06,0
peek and cloppenburg,3.01757738828677e-06,1.00585912942892e-06,0
peerless products manufactoring inc,5.34983579367166e-05,1.53741249532034e-05,2.85365324688666e-07
peffeti mentos,3.50294831483165e-05,1.16764943827722e-05,0
pefrigerant,1.01108899304141e-06,2.86833756891181e-07,0
pegasus laboratories,2.30653903817322e-05,7.6884634605774e-06,0
peipo,1.88244743265544e-06,6.27482477551814e-07,0
peitoral da nazarã©,9.42107494465118e-06,3.14035831488373e-06,0
peixinho,4.14605157688162e-06,1.38201719229387e-06,0
pejo fonte alpina,9.27333536029183e-05,3.04043782304652e-05,0
pekpol,3.27088665560017e-06,1.09029555186672e-06,0
pelangi jaya indonesia,5.12206994592158e-06,1.45306948820471e-06,0
pelangi wafers,8.53910197110937e-06,2.84636732370312e-06,0
pelon pelo rico,1.21584174787836e-05,3.83758964994663e-06,0
peloton,1.61829755097637e-05,5.39432516992124e-06,0
pelwatta,1.06644231880108e-05,3.55480772933694e-06,0
pembe,4.42001974275485e-06,1.47333991425162e-06,0
pembungkus nasi,0.000196734212079481,6.55780706931602e-05,0
pemco,6.65127266559729e-07,2.21709088853243e-07,0
pempers,0.000128188946603269,4.37560247571209e-05,0
pempers sweety pants,3.0721296830913e-05,8.71526151231575e-06,0
pempes,5.96806788234041e-06,2.36359124053086e-06,0
pen + gear,9.88516730645666e-06,3.29505576881889e-06,0
pen ink case,3.3683707596751e-05,9.55566172957477e-06,0
peñaclara,0.000365942028985506,0.000144927536231884,0
"penacova, penacova",4.00690605754638e-05,1.37247312092223e-05,0
peñafiel (dr pepper snapple group),1.96488294314381e-05,5.57413600891862e-06,0
penamas nusaprima,1.14831986449826e-05,2.87079966124564e-06,0
penha,1.63145444163472e-05,5.43818147211573e-06,0
penn tennis ball,6.27090301003345e-06,2.09030100334448e-06,0
penny market,9.76490979664575e-06,2.81119222851444e-06,0
penrite oil,1.0264393673712e-05,3.42146455790401e-06,0
pensan,6.65127266559729e-07,2.21709088853243e-07,0
pentene,9.27741591795443e-06,3.2882364535562e-06,0
penzinskaya candy factory,1.2946380407811e-05,4.31546013593699e-06,0
pep water gh ltd,1.24639066037932e-06,4.15463553459773e-07,0
pepco group,8.29210315376323e-06,2.76403438458774e-06,0
pepcoin,1.24639066037932e-05,4.15463553459773e-06,0
"pepe charro, pepe charro",3.10942873871936e-05,1.16469224020711e-05,0
pepe lopez,1.01862383919325e-05,3.39541279731083e-06,0
pepe silko milko,1.90611118170782e-06,5.40740760768176e-07,0
pepella,5.01672240802676e-06,1.67224080267559e-06,0
peperami,1.03361462417034e-05,3.4453820805678e-06,0
pepito,5.35877166311948e-05,1.52021891152326e-05,0
pepperidge farm,5.2121791252226e-05,1.73739304174087e-05,0
pepperidge farms,5.73339703774486e-05,1.91113234591495e-05,0
peppero,1.13116627013005e-06,3.77055423376682e-07,0
pepsi-co,5.2121791252226e-05,1.73739304174087e-05,0
pepsi-cola (thai) trading,1.63344644949996e-06,5.4448214983332e-07,0
pepsi bottling,1.91295420706454e-06,6.37651402354847e-07,0
pepsi cola,8.70218833363797e-05,4.01050834463175e-05,1.04965970542357e-05
pepsi cola products philippines inc,1.70963915928494e-05,4.27409789821236e-06,0
